0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 3635, 0
0, 179, 14
0, 180, 13
0, 179, 14
0, 240, 14
0, 19634, 27
0, 1401, 33
