0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 59, 13
0, 57, 14
0, 59, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 58, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
