0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 60, 12
0, 90, 11
0, 59, 12
0, 60, 13
0, 90, 18
0, 89, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 74, 0
0, 89, 14
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
